url,path,bytes,sha256,etag,last_modified,decompressed_bytes,decompressed_sha256
https://s3.amazonaws.com/logan-pub/c/DRR001152/DRR001152.contigs.fa.zst,/home/runner/workspace/logan-database-benchmarks/data/raw/DRR001152.contigs.fa.zst,1001246,aaf4a077615323d01b6b7b00db557f0f8a85875a6112c123ef86d7158fe9d593,2aab8b332e12f06288bf4309c6596d09,"Mon, 27 Jan 2025 20:17:25 GMT",3471720,118a6a7d80c0df9934d1ff17a865bc0953b3d0e58059d2cbfbecec53983d5d9e
https://s3.amazonaws.com/logan-pub/c/DRR000584/DRR000584.contigs.fa.zst,/home/runner/workspace/logan-database-benchmarks/data/raw/DRR000584.contigs.fa.zst,1016976,6a51f077d5c7fdd5ec49e6d4601a9a39ea58422e260be8b76ffc0b46830a2edb,29a29c86a0d1d05c56810a5e3e054902,"Mon, 27 Jan 2025 19:41:31 GMT",3559616,c1328492f76561ad12219e420eb30f681145225255e37178ce0371682c5d92f5
https://s3.amazonaws.com/logan-pub/c/DRR001026/DRR001026.contigs.fa.zst,/home/runner/workspace/logan-database-benchmarks/data/raw/DRR001026.contigs.fa.zst,1038706,52a1de95f1919c2838ebd68dec4686eea62f599a3e7e13bd5bb51091ea60a8f2,96ed72a46532fa981c69efca5c49d67e,"Mon, 27 Jan 2025 19:13:31 GMT",3687632,9cb969da2457ebc1bedf984748d652499e72a649a40cf9e3dba5734ec525d992
https://s3.amazonaws.com/logan-pub/c/DRR001104/DRR001104.contigs.fa.zst,/home/runner/workspace/logan-database-benchmarks/data/raw/DRR001104.contigs.fa.zst,1048790,dca4619bc6c20dfa0cce017d0ff70aa6fac670e9eac4ef5b5422fe1148faa68e,e46a116077b6f9e3080fafbe358cf450,"Mon, 27 Jan 2025 20:30:44 GMT",4078810,61439aa9ab82dc6d4ad07f566a3f07a46442ca92075ca3cf78ffaeb42f2450cf
https://s3.amazonaws.com/logan-pub/c/DRR000185/DRR000185.contigs.fa.zst,/home/runner/workspace/logan-database-benchmarks/data/raw/DRR000185.contigs.fa.zst,1057764,fdb534b078285671ea9e78a4615085255eeebe9bccd0229b08026dafbc9c29b5,d20179ab366a32c6e4086f435783b29a,"Mon, 27 Jan 2025 18:51:39 GMT",3684320,a7c587d157b19036b1e7cb3528011138f1e041423952242328fba4682a5e2235
https://s3.amazonaws.com/logan-pub/c/DRR001199/DRR001199.contigs.fa.zst,/home/runner/workspace/logan-database-benchmarks/data/raw/DRR001199.contigs.fa.zst,1078885,7876022bbbf455437452a040ca26852ca55478c769d8f121fe6389c361112366,c8ffae558f313ddee7675cd2be9ba657,"Mon, 27 Jan 2025 19:10:04 GMT",5425187,9d9385f537fbdaf4e3ae1f30384b0d88617afa20592d92c6a3b93b67eb9d1438
